barnehagefakta.get - WARNING - Change in response for id=1021943, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022255, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019726, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016066, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012928, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022206, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016065, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019904, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012926, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012927, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1025381, archiving old result
