# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Alvehetta Fus barnehage", "Alvehetta Fus barnehage AS", "1021765"
"Asdal barnehage AS", "Asdal barnehage AS", "1022280"
"Askeladden barnehage Friluft, Natur, Omsorg", "Askeladden barnehage Åge Pettersen", "1019939"
"Blåklokken barnehage", "Blåklokken barnehage", "1019766"
"Dalen barnehage", "Dalen barnehage", "1019908"
"Drømmevika Naturbarnehage AS", "Drømmevika Naturbarnehage AS", "1022338"
"Durapart AS Avd Moltemyrskogen barnehage", "Durapart AS", "1017689"
"Eplehagen Barnehagen AS", "Eplehagen Barnehagen AS", "1025748"
"Espira Myraskogen barnehage", "Espira Myraskogen AS", "1021752"
"Hisøy Barnehageenhet, Stemmehagen", "Arendal kommune", "1025443"
"Jovannslia Barnehageenhet, Jovannslia", "Arendal kommune", "1017039"
"Kirkens Bymisjon Arendal Åpen barnehage på Torvet", "Stiftelsen Kirkens Bymisjon Aust-Agder og Telemark", "1025648"
"Kongshavn barnehage Jarl Aanby", "Kongshavn barnehage Jarl Aanby", "1021932"
"Lille-Strømsbu barnehage Ans", "Lille-Strømsbu barnehage Ans", "1021048"
"Lille-Strømsbu barnehage B. Aanby", "Lille-Strømsbu barnehage B. Aanby", "1026596"
"Lindebakken barnehage AS", "Lindebakken barnehage AS", "1021314"
"Læringsverkstedet barnehage Longum Naturbarnehage", "Læringsverkstedet AS", "1014104"
"Læringsverkstedet barnehage Avd Eydehavn Naturbarnehage", "Læringsverkstedet AS", "1015047"
"Læringsverkstedet barnehage Avd Sjiraffen barnehage", "Læringsverkstedet AS", "1021440"
"Læringsverkstedet barnehage Avd Grandehagen barnehage", "Læringsverkstedet AS", "1020529"
"Læringsverkstedet barnehage Avd Tyholmen barnehage", "Læringsverkstedet AS", "1013413"
"Læringsverkstedet barnehage Avd Furukollen", "Læringsverkstedet AS", "1013387"
"Læringsverkstedet barnehage Avd Portveien His", "Læringsverkstedet AS", "1015908"
"Løvehulen Familiebarnehage Lisbeth Dalen", "Løvehulen Familiebarnehage Lisbeth Dalen", "1021007"
"Matilda AS Avd Arendal", "Matilda AS", "1014079"
"Natvigheia barnehage Sa", "Natvigheia barnehage Sa", "1021022"
"Nedenes Åpen barnehage", "Norkirken Nedenes", "2000271"
"Nedenesåsen barnehage AS", "Nedenesåsen barnehage AS", "1020925"
"Nidelvåsen barnehage AS", "Nidelvåsen barnehage AS", "1025686"
"Noah barnehage AS", "Noah barnehage AS", "1020947"
"Nyli barnehage", "Barbu Sokn", "1016750"
"Rykene oppvekstsenter Avd barnehage", "Arendal kommune", "1014722"
"Sandnes barnehage Jarl Aanby", "Sandnes barnehage Jarl Aanby", "1021507"
"Skare Familiebarnehage AS", "Skare Familiebarnehage AS", "1022094"
"Skogens Lykke barnehage AS", "Skogens Lykke barnehage AS", "1022075"
"Snehvit Familiebarnehage", "Snehvit Familiebarnehage Grethe Synnøve Berg-Pettersen Sigbjørnsen", "1020513"
"Spornes Gårdsbarnehage AS", "Spornes Gårdsbarnehage AS", "1022015"
"Springkleiv barnehage AS", "Springkleiv barnehage AS", "1022176"
"St Franciskus barnehage", "St. Franciskus barnehage", "1021531"
"Steinerbarnehagen Stjerneglimt", "Stiftelsen Stjerneglimt Steinerbarnehage", "1019760"
"Stinta Barnehageenhet, Gåsungen", "Arendal kommune", "1014115"
"Strømmen oppvekstsenter Avd barnehage", "Arendal kommune", "1018057"
"Svalestien barnehage AS", "Svalestien barnehage AS", "1021619"
"Trollstubben barnehage AS", "Trollstubben barnehage AS", "1021569"
"Tromøy Barnehageenhet, Fabakken Avd Karius og Baktus", "Arendal kommune", "1014721"
"Tromøy Barnehageenhet, Fjellvik", "Arendal kommune", "1014093"
"Vippa Fus barnehage AS", "Vippa Fus barnehage AS", "1022322"
