# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Brattås barnehage", "Porsgrunn kommune", "1013935"
"Brevik oppvekstsenter Avd barnehage", "Porsgrunn kommune", "1015771"
"Eplehagen Barnehagen", "Grenland Folkehøgskoles barnehage AS", "1020838"
"Flåtten barnehage", "Porsgrunn kommune", "1017899"
"Grep Rønningen barnehage", "Grep Grenland AS", "1018037"
"Heistadskolene Avd Marihøna Spesialavdeling", "Porsgrunn kommune", "1013300"
"Hjerterommet Åpen barnehage", "Porsgrunn Sokn", "1016051"
"Hovenga barnehage", "Porsgrunn kommune", "1012500"
"Hovettunet barnehage", "Hovettunet barnehage", "1019856"
"Kirketjernet barnehage", "Porsgrunn kommune", "1018034"
"Liane barnehage AS", "Liane barnehage AS", "1020014"
"Lundelia barnehage", "Porsgrunn kommune", "1018035"
"Lyngvegen barnehage", "Porsgrunn kommune", "1018036"
"Maristien barnehage", "Porsgrunn kommune", "2000544"
"Melkeveien barnehage AS", "Melkeveien barnehage AS", "1022289"
"Min Barnehage, Øyekast AS", "Min Barnehage, Øyekast AS", "2000189"
"Norlandia Akrobaten Idrettsbarnehage", "Norlandia Barnehagene AS", "1014228"
"Norlandia Borgeenga barnehage", "Norlandia Barnehagene AS", "1013426"
"Nystrand barnehage AS", "Nystrand barnehage AS", "1021748"
"Radehuset barnehage", "Porsgrunn kommune", "1016329"
"Sandøya Naturbarnehage", "Sandøya Montessoriforening", "1022034"
"Sirius Familiebarnehage AS", "Sirius Familiebarnehage AS", "1022326"
"Skogtoppen barnehage AS", "Skogtoppen barnehage AS", "1022189"
"Skrapeklev barnehage Sa", "Skrapeklev barnehage Sa", "1020011"
"Spire & Gro Rypevegen barnehage AS", "Spire & Gro Rypevegen barnehage AS", "1021407"
"Studentsamskipnaden i Sørøst-Norge Elverhøy Studentbarnehage", "Studentsamskipnaden i Sørøst-Norge", "1015492"
"Stulen Gårdsbarnehage AS", "Stulen Gårdsbarnehage AS", "1022448"
"Tippen barnehage", "Tippen barnehage Sa", "1019720"
"Valhall barnehage", "Urdarbrønnen Sa", "1020718"
"Vallermyrene barnehage", "Porsgrunn kommune", "1014875"
"Vestsiden barnehage", "Porsgrunn kommune", "1019583"
"Vest-Tun barnehage AS", "Vest-Tun barnehage AS", "1015940"
