# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Blåveisen barnehage", "Spiren barnehage Søgne AS", "992179902"
"Drangsvann barnehage AS", "Drangsvann barnehage AS", "930135933"
"Fergefjellet barnehage Avd Oddernes", "Kristiansand kommune", "973831488"
"Fidjemoen Familiebarnehage Maria Skafsgaard", "Fidjemoen Familiebanehage Maria Skafsgaard", "992146214"
"Kongsgård barnehagesenter", "Kristiansand kommune", "980425630"
"Leireklatten barnehage", "Spiren barnehage Søgne AS", "920965458"
"Lillebo familiebarnehage", "Lillebo og Solsikken barnehager AS", "984942567"
"Lillebo familiebarnehage Diane Foss", "Lillebo familiebarnehage Diane Foss", "931369164"
"Lundeparken barnehage", "Regnbuer AS", "994215485"
"Portveien familiebarnehage Lene V Engdahl", "Portveien familiebarnehage Lene V Engdahl", "984137362"
"Revehiet naturbarnehage AS", "Revehiet naturbarnehage AS", "982752809"
"Slottsparken Familiebarnehage Vibeke Slotte", "Slottsparken Familiebarnehage Vibeke Slotte", "981950011"
"Solsikken barnehage Diane Foss", "Solsikken barnehage Diane Foss", "927526360"
"Solsikken familebarnehage", "Lillebo og Solsikken barnehager AS", "990321051"
"Spiren barnehage Avd Tareskogen", "Spiren barnehage Søgne AS", "992179929"
"Tømmerstø Åpne barnehage AS", "Tømmerstø Åpne barnehage AS", "930999458"
"Voie barnehage Merete Frigstad", "Voie barnehage Merete Frigstad", "975183548"
