# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Betania barnehage AS", "Betania barnehage AS", "1022350"
"Idea Kompetanse AS Avd barnehage Notodden", "Idea Kompetanse AS", "1014820"
"Kattekleiv barnehage", "Kattekleiv barnehage AS", "1016022"
"Nlm Barnehagene AS Avd Tinnesmoen barnehage", "Nlm-Barnehagene AS", "1016188"
"Rygi barnehage", "Notodden kommune", "1014775"
"Solhaug barnehage", "Notodden kommune", "1017334"
"Studentsamskipnaden i Sørøst-Norge Sætreåsen Studentbarnehage", "Studentsamskipnaden i Sørøst-Norge", "1014818"
"Sætrebo barnehage", "Kattekleiv barnehage AS", "1017797"
"Trolldalen Gårdsbarnehage", "Kattekleiv barnehage AS", "1012983"
"Villamoen barnehage", "Kattekleiv barnehage AS", "1015964"
