# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Aski barnehage", "Aski AS", "1025324"
"Avaldsnes barnehage", "Karmøy kommune", "1013751"
"Bygnes Vitenbarnehage", "Karmøy kommune", "1015587"
"Espira Karmsund barnehage", "Espira Barnehager AS", "1021835"
"Espira Litlasund barnehage", "Espira Litlasund AS", "1021753"
"Espira Sletten barnehage", "Espira Barnehager AS", "1021836"
"Espira Tastarustå AS", "Espira Tastarustå AS", "1026043"
"Espira Tjøsvoll barnehage", "Espira Tjøsvoll AS", "1021755"
"Espira Veldetun barnehage", "Espira Veldetun AS", "1020897"
"Espira Østrem barnehage", "Espira Østrem AS", "1021059"
"Espira Århaug barnehage", "Espira Århaug AS", "1021216"
"Eventyrhagen barnehage", "Stiftelsen KF  nsattes barnehage", "1020420"
"Fladaberg Fus barnehage AS", "Fladaberg Fus barnehage AS", "1021698"
"Hakkebakkeskogen barnehage Vormedal Sa", "Hakkebakkeskogen barnehage Vormedal Sa", "1020127"
"Kirketunet barnehage", "Åkra Sokn", "1015563"
"Kolnes barnehage", "Karmøy kommune", "1014928"
"Kvalavåg barnehage", "Kvalavåg barnehage", "1019737"
"Kyrkjebakken barnehage", "Kyrkjebakken barnehage", "1019968"
"Læringsverkstedet barnehage Avd Kopervik", "Læringsverkstedet AS", "1022086"
"Læringsverkstedet barnehage Avd Åkrasanden", "Læringsverkstedet AS", "1020447"
"Oasen Fus barnehage AS", "Oasen Fus barnehage AS", "2000078"
"Rusvik Naturbarnehage", "Rusvik Naturbarnehage Sa", "1019909"
"Ryvingen barnehage", "Ryvingen barnehage Sa", "1020715"
"Sandhåland Musikk-Gårdsbarnehage AS", "Sandhåland Musikk og Gårdsbarnehage AS", "1022195"
"Sevland barnehage", "Karmøy kommune", "1016879"
"Skudenes barnehage", "Karmøy kommune", "1016930"
"Slagstemmen barnehage", "Slågstemmen barnehage Sa", "1020796"
"Små Barnehager AS Avd Torvastad", "Små Barnehager AS", "1014031"
"Små Barnehager AS Avd Viken", "Små Barnehager AS", "1014081"
"Steinarskogen Fus barnehage AS", "Steinarskogen Fus barnehage AS", "1021634"
"Steinhaugane Fus barnehage", "Steinhaugane Fus Friluftsbarnehage AS", "1021162"
"Stiftelsen Norheim barnehage", "Stiftelsen Norheim barnehage", "1020891"
"Storesund barnehage", "Karmøy kommune", "1016873"
"Vea barnehage", "Karmøy kommune", "1015926"
"Vormedal barnehage", "Karmøy kommune", "1014728"
"Åsebøen Fus barnehage AS", "Åsebøen Fus barnehage AS", "1021647"
