barnehagefakta.get - WARNING - Change in response for id=1017094, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1025356, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012711, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016508, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016381, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015570, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021825, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021196, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017697, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016220, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021649, archiving old result
