# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Borgheim Familiebarnehage Iren Kristiansen", "Borgheim Familiebarnehage Iren Kristiansen", "1021107"
"Fredrikstad Internasjonale Skole Avd Åpen Barnehage", "Fredrikstad kommune", "1018556"
"Fredrikstad kommune Ressursenhet barnehage", "Fredrikstad kommune", "2000236"
"Lurvelegg barnehage Avd 2", "Fbhd Drift AS", "1013334"
"Oksviken Familiebarnehage Atle Svinndal", "Oksviken Familiebarnehage Atle Svinndal", "1021800"
"Tommeliten Familiebarnehage", "Tommeliten Familiebarnehage Edel Andersen", "1021482"
"Tornerose Familiebarnehage", "Anett Vikanes Tornerose", "1021377"
"Torsnes barnehage", "Fredrikstad kommune", "1016369"
"Trollklubben barnehage AS Avd Bilett", "Trollklubben barnehage AS", "1017698"
"Trollklubben barnehage AS Avd Rolvsøy", "Trollklubben barnehage AS", "1017699"
"Trollklubben barnehage AS Avd Torp", "Trollklubben barnehage AS", "1017697"
"Trollklubben barnehage AS Avd Årum", "Trollklubben barnehage AS", "1016092"
"Trollklubben Private Barnehagedrif V/helle Fauerskov Soos", "Trollklubben Private Barnehagedrift V/helle Fauerskov Soos", "1020222"
"Trollstua barnehage", "Fredrikstad kommune", "1012710"
"Trondalen barnehage", "Samvirkebarnehagene Sa", "1016220"
"Trosvik barnehage", "Fredrikstad kommune", "1012709"
"Trosvikhaven Familiebarnehage", "Trosvikhaven Familiebarnehage Anne Marit Osen", "1021211"
"Tørkopp Fus barnehage", "Tørkopp Fus barnehage AS", "1021515"
"Veelstoppen Private barnehage AS", "Veelstoppen Private barnehage AS", "1021452"
"Veslefrikk Steinerbarnehagen", "Eierstiftelsen Steinerbarnehagen Veslefrikk", "1021649"
"Veum Familiebarnehage", "Veum Familiebarnehage Annette Opstad Hansen", "1021711"
"Villa Øst barnehage Sa", "Villa Øst barnehage Sa", "1019671"
"Ville Villekulla Familiebarnehage AS", "Ville Villekulla Familiebarnehage AS", "1022397"
"Vispen Private barnehage Da", "Vispen Private barnehage Da", "1021120"
"Wilberg Familiebarnehage", "Wilberg Familiebarnehage Qun Shen", "1021652"
"Wilbergjordet barnehage", "Borg Barnehager AS", "1013416"
"Ørebekk barnehage / Rs Team AS", "Ørebekk barnehage - Rs Team AS", "1021591"
