# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Gullhella Familiebarnehage Kari Hofsmarken Reinhoff", "Gullhella Familiebarnehage V/kari Hofsmarken Reinhoff", "1021575"
"Laetus Invest AS", "Laetus Invest AS", "1022295"
"Lykkekroken Familiebarnehage Avd Nesbru", "Lykkekroken Familiebarnehage Tiril Kinnerød", "1017905"
"Lykkekroken Familiebarnehage Avd Reistadhagen", "Lykkekroken Familiebarnehage Tiril Kinnerød", "1014243"
"Småtroll Familiebarnehage", "Småtroll Familiebarnehage Steen", "1020542"
"Søndre Borgen barnehage", "Asker kommune", "1012756"
"Torp Høymyr barnehage Sa", "Torp Høymyr barnehage Sa", "1020287"
"Vardåsen barnehage Sa", "Vardåsen barnehage Sa", "1020568"
"Vekstbarnehagen", "Vekstbarnehagen AS", "1019895"
"Vendla barnehage", "Asker kommune", "1017835"
"Vepsebolet barnehage", "Asker kommune", "1016668"
"Vikingjordet barnehage Øvre Gjellumvei", "Asker kommune", "1025802"
"Vikingjordet barnehage Åmotåsen", "Asker kommune", "1012765"
"Vollen Familiebarnehage", "Vollen Familiebarnehage Linda Cecilie Elverum Keyn", "1021290"
"Vollen Kystkulturbarnehage AS", "Vollen Kystkulturbarnehage AS", "1022292"
"Østenstad Menighetsbarnehage", "Asker Kirkelige Fellesråd", "1015572"
"Østhellinga barnehage", "Asker kommune", "1025361"
"Åby barnehage", "Asker kommune", "1015996"
"Ånnerud Barnehus Sa", "Ånnerud Barnehus Sa", "1019587"
"Ånnerudtoppen barnehage Sa", "Ånnerudtoppen barnehage Sa", "1020614"
