# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Kysthaven Åpen barnehage", "Frøya kommune", "1014258"
"Rabben Barnehagedrift AS", "Rabben Barnehagedrift AS", "1022343"
"Sørburøy Familiebarnehage", "Aga Care", "1022423"
