# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Abra Cadabra barnehage AS", "Abra Cadabra barnehage AS", "1021399"
"Barnas Moa AS", "Barnas Moa AS", "1022439"
"Bjørnang barnehage", "Levanger kommune", "1020250"
"Bruse barnehage Sa", "Bruse barnehage Sa", "1019741"
"Ekne barnehage", "Levanger kommune", "1017394"
"Espira Gjemble barnehage", "Espira Gjemble AS", "1020704"
"Farmen Menighetsbarnehage", "Marisko-Stiftelsen Alstadhaug Menighetsbarnehager", "1016194"
"Frol og Leirabekken barnehage", "Levanger kommune", "1014950"
"Furumoen-Eiendom AS", "Furumoen-Eiendom AS", "2000595"
"Harelabben Familiebarnehage", "Brit Deviktangen", "1021578"
"Holåsen barnehage", "Levanger kommune", "2000558"
"Kjønstadmarka Fus barnehage AS", "Kjønstadmarka Fus barnehage AS", "1021944"
"Kårstua barnehage AS", "Kårstua barnehage AS", "1021428"
"Landstad Familiebarnehage Siw Ingrid Skramstad", "Landstad Familiebarnehage Siw Ingrid Skramstad", "1021699"
"Munkeby Gård- og Naturbarnehage Sa", "Munkeby Gård- og Naturbarnehage Sa", "1021662"
"Mølnå barnehage", "Kathrine Keiserås Haugen", "1021347"
"Nord Studentsamskipnad Avd Trimia barnehage", "Nord Studentsamskipnad", "1015995"
"Purktrøa Gårdsbarnehage", "Marisko-Stiftelsen Alstadhaug Menighetsbarnehager", "1021054"
"Ruffen Kanvas-Barnehage", "Stiftelsen Kanvas", "1021680"
"Skogn Menighetspleie barnehage", "Marisko-Stiftelsen Alstadhaug Menighetsbarnehager", "1025346"
"Staup barnehage", "Levanger kommune", "1017258"
"Vårtun Kristne oppvekstsenter - barnehage Sa", "Vårtun Kristne oppvekstsenter - barnehage Sa", "1021380"
"Åsen barnehage", "Levanger kommune", "1018271"
