barnehagefakta.get - WARNING - Change in response for id=1021814, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020781, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017988, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021530, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017904, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020027, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020519, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021544, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017993, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021707, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019992, archiving old result
