# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Alvens AS", "Alvens AS", "1022394"
"Austadgata Førskole", "Drammen kommune", "1017641"
"Dampsentralen Midlertidige barnehage", "Drammen kommune", "1019593"
"Fredheim Åpen barnehage", "Brunstad Kristelige Menighet Drammen", "1020570"
"Karuna Familiebarnehage Anu Beatrice Stephensen", "Karuna Familiebarnehage Anu Beatrice Stephensen", "1022381"
"Sarah Økologiske Familiebarnehage Rukiye Tug", "Sarah Økologiske Familiebarnehage Rukiye Tug", "1022449"
"Torsbergskogen barnehage AS", "Torsbergskogen barnehage AS", "1024531"
"Åpen barnehage Drammen Kfuk-Kfum", "Drammen Kfuk-Kfum", "1021378"
"Åsly Barnehage Sa", "Åsly Barnehage Sa", "1020123"
