# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Barnas Hus barnehage", "Stavanger kommune", "974798735"
"Bekketunet barnehage", "Stavanger kommune", "975323471"
"Biss Preschool AS", "Biss Preschool AS", "930699071"
"Biå steinerbarnehage AS Avdeling Mosvangen", "Biå steinerbarnehage AS", "921792409"
"Djupamyrå barnehage", "Stavanger kommune", "974612194"
"Hesby barnehage", "Stavanger kommune", "923344349"
"Imi åpen barnehage AS", "Imi åpen barnehage AS", "989439944"
"Knøttene Familiebarnehage", "Knøttene Familiebarnehage Ans", "995075482"
"Maurtua barnehage", "Stavanger kommune", "975315053"
"Nlm barnehagene AS Avd Solheim barnehage", "Nlm-Barnehagene AS", "974156342"
"Regnbuen Kanvas-barnehage", "Stiftelsen Kanvas", "974187566"
"Roaldsøy barnehage", "Stavanger kommune", "974612275"
