# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Eigerøy barnehage Sa", "Eigerøy barnehage Sa", "1021187"
"Grøne Bråden barnehage", "Eigersund kommune", "1016318"
"Helleland Fus barnehage", "Helleland Fus barnehage AS", "1021383"
"Hellvik barnehage", "Eigersund kommune", "1015579"
"Hestnes Fus barnehage AS", "Hestnes Fus barnehage AS", "1021722"
"Husabø barnehage", "Eigersund kommune", "1014884"
"Jernhagen barnehage", "Stiftelsen Jernhagen barnehage", "1020082"
"Kiellandskogen Fus barnehage", "Kiellandskogen Fus barnehage AS", "1021537"
"Lykkeliten Foreldrelagsbarnehage", "Lykkeliten Sa", "1020730"
"Raketten barnehage Sa", "Raketten barnehage Sa", "1019812"
"Robåten Fus barnehage AS", "Robåten Fus barnehage AS", "1021363"
"Rundevoll barnehage", "Eigersund kommune", "1018081"
"Skattekisten Kulturbarnehage AS", "Skattekisten Kulturbarnehage AS", "1021796"
"Slettebø barnehage", "Eigersund kommune", "1015003"
"Tusenbeinet Åpen barnehage", "Eigersund kommune", "1014720"
"Varden barnehage Sa", "Varden barnehage Sa", "1019778"
