# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Bergsmovg Familiebarnehage Vigdis Midtbø", "Bergsmovg Familiebarnehage Vigdis Midtbø", "1020244"
"Brandsøy barnehage", "Flora kommune", "1014892"
"Dalvegen barnehage", "Flora kommune", "1018129"
"Eikefjord barnehage", "Flora kommune", "1018130"
"Furuhaugane barnehage Sa", "Furuhaugane barnehage Sa", "1020151"
"Havreneset barnehage", "Flora kommune", "1018131"
"Krokane barnehage", "Flora kommune", "1018132"
"Nepjarhaugen barnehage", "Flora kommune", "1018133"
"Nyheimvegen barnehage", "Flora kommune", "1014787"
"Solheim barnehage", "Flora kommune", "1018134"
"Stavang barnehage", "Flora kommune", "1014893"
"Steinhovden barnehage", "Flora kommune", "1018135"
"Storevatn barnehage", "Flora kommune", "1018136"
"Sørstrand Maritime Fus barnehage AS", "Sørstrand Maritime Fus barnehage AS", "1021670"
"Torvmyrane barnehage", "Flora kommune", "1015875"
