# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Askim kommune Åpen barnehage", "Indre Østfold kommune", "1015585"
"Bekkeblomen barnehage", "Indre Østfold kommune", "1015538"
"Blomsterenga barnehage", "Indre Østfold kommune", "1015170"
"Brødholt Fus barnehage AS", "Brødholt Fus barnehage AS", "1022017"
"Båstad barnehage", "Indre Østfold kommune", "1014870"
"Edwin Ruuds barnehage", "Indre Østfold kommune", "1012752"
"Eid barnehage", "Indre Østfold kommune", "2000143"
"Espira Høytorp Fort barnehage", "Espira Høytorp Fort AS", "1021316"
"Espira Løvestad barnehage", "Espira Løvestad AS", "1021834"
"Espira Opsahl barnehage", "Espira Opsahl AS", "1020937"
"Espira Skolegata barnehage", "Espira Skolegata AS", "1021060"
"Grøtvedt barnehage", "Indre Østfold kommune", "1017505"
"Havnås oppvekstsenter Avd barnehage", "Indre Østfold kommune", "1017264"
"Henstad barnehage", "Indre Østfold kommune", "1017351"
"Jahrbo barnehage", "Indre Østfold kommune", "1016016"
"Kirkestallen barnehage", "Menighetsbarnehagen i Trøgstad AS", "1015567"
"Kirkestua barnehage", "Menighetsbarnehagen i Trøgstad AS", "1014310"
"Knoll og Tott barnehage Jørn-Thomas Gaaseby", "Knoll og Tott barnehage Jørn-Thomas Gaaseby", "1020236"
"LinnÉa Natur og Gårdsbarnehage Marita Larsen Klund", "LinnÉa Natur og Gårdsbarnehage Marita Larsen Klund", "1021930"
"Lyngåsen Familiebarnehage", "Lyngåsen Familiebarnehage, avd Randi Espesæter", "1020393"
"Læringsverkstedet barnehage Avd Knapstad barnehage", "Læringsverkstedet AS", "1020237"
"Læringsverkstedet barnehage Avd Solkollen Askim", "Læringsverkstedet AS", "1016660"
"Læringsverkstedet barnehage Avd Nordre Øyen barnehage", "Læringsverkstedet AS", "1021258"
"Menighetens barnehage", "Menighetens barnehage", "1020484"
"Misjonskirken barnehage", "Askim Frie Misjonsmenighet", "1015475"
"Ole Brumm Familiebarnehage Kristina Smiljanic", "Ole Brumm Familiebarnehage Kristina Smiljanic", "1021374"
"Prestenga barnehage", "Indre Østfold kommune", "1016024"
"Regnbuen Familiebarnehage", "Laila Frydenlund", "1020679"
"Ringvoll barnehage", "Indre Østfold kommune", "1025480"
"Rom barnehage", "Indre Østfold kommune", "1013912"
"Skjønhaug barnehage", "Indre Østfold kommune", "1015985"
"Solbakken barnehage", "Solbakken barnehage", "1020038"
"Solsiden barnehage Sa", "Solsiden barnehage Sa", "1019965"
"Stallen Fus barnehage AS", "Stallen Fus barnehage AS", "1026030"
"Stiftelsen Gullhaugen Steinerbarnehage", "Stiftelsen Gullhaugen Steinerbarnehage", "1021494"
"Stubbeskogen Gårds- og Naturbarnehage AS", "Stubbeskogen Gårds- og Naturbarnehage AS", "1022204"
"Susebakke barnehage", "Indre Østfold kommune", "1013428"
"Symra barnehage", "Indre Østfold kommune", "1012753"
"Symrelunden barnehage", "Indre Østfold kommune", "1018526"
"Trippestadlia barnehage", "Indre Østfold kommune", "1017352"
"Tyttebæret barnehage Sa", "Tyttebæret barnehage Sa", "1020862"
"Vollene Naturbarnehage", "Indre Østfold kommune", "1013180"
