# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Alvejordet Steinerbarnehage", "Alvejordet Steinerbarnehage", "1019763"
"Andøysløyfen Familiebarnehage Da", "Andøysløyfen Familiebarnehage Da", "1021861"
"Askeladden barnehage", "Kristiansand kommune", "1016059"
"Auglandstjønn barnehage", "Kristiansand kommune", "1016061"
"Bamsebo barnehage", "Kristiansand kommune", "1014830"
"Bergtorasvei barnehage", "Kristiansand kommune", "1012866"
"Berhuskollen Familiebarnehage Heidi Veronica Kjellevik", "Berhuskollen Familiebarnehage Heidi Veronica Kjellevik", "1020665"
"Bjørndalen barnehage AS", "Bjørndalen barnehage AS", "2000506"
"Blåmann Steinerbarnehage", "Blåmann Steinerbarnehage", "1020477"
"Bokfinken Familiebarnehage Da", "Bokfinken Familiebarnehage Da", "1021801"
"Bråvannsåsen barnehage AS", "Bråvannsåsen barnehage AS", "1021200"
"Dino/nemo Familiebarnehage Ans", "Dino/nemo Familiebarnehage Ans", "1021871"
"Eidet barnehage AS", "Eidet barnehage AS", "1021900"
"Eplehagen barnehage Sa", "Eplehagen barnehage Sa", "1019771"
"Espira Dvergsnes barnehage", "Espira Dvergsnes AS", "1021632"
"Eventyrskogen barnehage Helleland AS", "Eventyrskogen barnehage Helleland AS", "1021826"
"Fantebakken Familiebarnehage Avd Knærten", "Gunillas Etg. AS", "1015838"
"Fantebakken Familiebarnehage Avd Kanutten", "Gunillas Etg. AS", "1018395"
"Fergefjellet barnehage", "Kristiansand kommune", "1016500"
"Fidjemoen Familiebarnehage Maria Skafsgaard", "Fidjemoen Familiebanehage Maria Skafsgaard", "1021747"
"Gangdalen Familiebarnehage Da", "Gangdalen Familiebarnehage Da", "1021890"
"Hamretun barnehage", "Kristiansand kommune", "1016057"
"Havlimyra barnehage", "Kristiansand kommune", "1014036"
"Hellinga barnehage", "Kristiansand kommune", "1012865"
"Hokus Pokus barnehage Kristiansand", "Studentsamskipnaden i Agder", "1014939"
"Hånes Åpne barnehage", "Åpne Barnehager AS", "1013446"
"Ima Barnehagedrift AS", "Ima Barnehagedrift AS", "1022264"
"Jordbærveien barnehage", "Kristiansand kommune", "1012864"
"Justvik Åpne barnehage", "Åpne Barnehager AS", "1018365"
"Karuss barnehage", "Kristiansand kommune", "1016063"
"Kløvergården barnehage", "Kristiansand kommune", "1015446"
"Knøttebo Familiebarnehage Linda Tøllefsen", "Knøttebo Familiebarnehage Linda Tellefsen", "1021583"
"Kongsgård Barnehagesenter", "Kristiansand kommune", "1015716"
"Kristiansand kommune Pedagogisk Lekesenter", "Kristiansand kommune", "1004440"
"Krohns barnehage AS", "Krohns barnehage AS", "1025930"
"Liantjønn barnehage AS", "Liantjønn barnehage AS", "1021091"
"Lillebo Familiebarnehage", "Lillebo Familiebarnehage Diane Foss", "1016442"
"Lindtjønn Fus barnehage", "Lindtjønn Fus barnehage AS", "1021321"
"Linerla barnehage", "Kristiansand kommune", "1012867"
"Lund barnehage AS", "Lund barnehage AS", "1021960"
"Lundeparken barnehage AS", "Lundeparken barnehage AS", "1021951"
"Læringsverkstedet barnehage Avd Solkollen Hånes", "Læringsverkstedet AS", "1022098"
"Læringsverkstedet barnehage Avd Grim", "Læringsverkstedet AS", "1016601"
"Læringsverkstedet barnehage Avd Lindebøskauen", "Læringsverkstedet AS", "1022068"
"Læringsverkstedet barnehage Avd Bispegra", "Læringsverkstedet AS", "1015979"
"Læringsverkstedet barnehage Avd Skomakergada", "Læringsverkstedet AS", "1014812"
"Maurtua barnehage Sa", "Maurtua barnehage Sa", "1020159"
"Mosby oppvekstsenter Avd barnehage", "Kristiansand kommune", "1013586"
"Mummidalen barnehage AS", "Mummidalen barnehage AS", "1022102"
"Møllestua barnehage", "Kristiansand kommune", "1012861"
"Odderøya barnehage", "Kristiansand kommune", "1018330"
"Rakkerungan barnehage", "Rakkerungan Barnehagedrift AS", "1013015"
"Rakkerungan Gårdsbarnehage", "Rakkerungan Barnehagedrift AS", "1018548"
"Randesund Åpne barnehage", "Åpne Barnehager AS", "1013447"
"Ravnedalen barnehage", "Kristiansand kommune", "1016062"
"Revehiet Naturbarnehage AS", "Revehiet Naturbarnehage AS", "1021000"
"Roligheden barnehage", "Kristiansand kommune", "1016172"
"Sentrum Åpne barnehage", "Åpne Barnehager AS", "1018364"
"Skårungen barnehage", "Kristiansand kommune", "1012862"
"Slettheia Familiebarnehage AS", "Slettheia Familiebarnehage AS", "1021104"
"Snikkedalen Familiebarnehage AS", "Snikkedalen Familiebarnehage AS", "1022378"
"Solkollen barnehage Hellemyr AS", "Solkollen barnehage Hellemyr AS", "1020713"
"Stasjonshaven barnehage Al", "Stasjonshaven barnehage Sa", "1020035"
"Stiftelsen Maritippen barnehage", "Stiftelsen Maritippen barnehage", "1020034"
"Strai barnehage Sa", "Strai barnehage Sa", "1019888"
"Søm barnehage", "Kristiansand kommune", "1016751"
"Søm Åpne barnehage", "Åpne Barnehager AS", "1018363"
"Sørlandsparken barnehage", "Sørlandsparken barnehage AS", "1020229"
"Taremareskogen barnehage", "Kristiansand kommune", "1016058"
"Tinnstua barnehage", "Kristiansand kommune", "1015517"
"Tittelietue Familiebarnehage Da", "Tittelietue Familiebarnehage Da", "1021119"
"Torridal Åpen barnehage", "Torridal Sokn", "1014218"
"Trekanten Åpen barnehage", "Vineyard Kristne Fellesskap Kristiansand", "1021088"
"Trollstua barnehage Boen AS", "Trollstua barnehage Boen AS", "1022325"
"Tveit Åpne barnehage", "Åpne Barnehager AS", "1018366"
"Tømmerstien Familiebarnehage Sa", "Tømmerstien Familiebarnehage Sa", "1021918"
"Veslefrikk barnehage", "Kristiansand kommune", "1025321"
"Voietun barnehage", "Kristiansand kommune", "1016753"
"Vågsbygd Fus barnehage AS", "Vågsbygd Fus barnehage AS", "1022070"
"Øvre Slettheia oppvekstsenter Avd barnehage", "Kristiansand kommune", "1016752"
