barnehagefakta.get - WARNING - Change in response for id=1021198, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1019862, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017359, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020434, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013799, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020919, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020750, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021739, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016180, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020168, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017533, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021197, archiving old result
