# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Bjørkavåg barnehage", "Gnist Barnehager Høgvoll AS", "1020994"
"Gnist Barnehager Bjørkavåg AS", "Gnist Barnehager Bjørkavåg AS", "1022084"
"Hatlebakken barnehage Sa", "Hatlebakken barnehage Sa", "1020553"
"Langevåg barnehage", "Sula kommune", "1012520"
"Molvær barnehage", "Sula kommune", "1016892"
"Måseide barnehage", "Sula kommune", "1014780"
"Nymarkbakken Fus barnehage AS", "Nymarkbakken Fus barnehage AS", "1021635"
"Røde Kors Langevåg", "Langevåg Røde Kors Molvær", "1019781"
"Rørstadmarka barnehage Sa", "Rørstadmarka barnehage Sa", "1020902"
"Sula kommune Spes.Ped Hjelp Barneha", "Sula kommune", "1019500"
"Sula kommune Styrket barnehage Funksjonshemmede", "Sula kommune", "1019499"
"Sunde barnehage", "Sula kommune", "1018190"
"Vasset barnehage", "Vasset barnehage Sa", "1019730"
