barnehagefakta.get - WARNING - Change in response for id=1020256, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017219, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022356, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1022104, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020505, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017523, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018482, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013131, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016583, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017148, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017653, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015932, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015825, archiving old result
