barnehagefakta.get - WARNING - Change in response for id=830622632, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974553759, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974553767, archiving old result
barnehagefakta.get - WARNING - Change in response for id=990143021, archiving old result
barnehagefakta.get - WARNING - Change in response for id=993367745, archiving old result
barnehagefakta.get - WARNING - Change in response for id=993901172, archiving old result
barnehagefakta.get - WARNING - Change in response for id=987644788, archiving old result
barnehagefakta.get - WARNING - Change in response for id=987948582, archiving old result
barnehagefakta.get - WARNING - Change in response for id=994026143, archiving old result
barnehagefakta.get - WARNING - Change in response for id=990619352, archiving old result
barnehagefakta.get - WARNING - Change in response for id=997301986, archiving old result
barnehagefakta.get - WARNING - Change in response for id=984173040, archiving old result
barnehagefakta.get - WARNING - Change in response for id=986103082, archiving old result
barnehagefakta.get - WARNING - Change in response for id=979437455, archiving old result
barnehagefakta.get - WARNING - Change in response for id=988340758, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973931733, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974553856, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974554216, archiving old result
barnehagefakta.get - WARNING - Change in response for id=890771572, archiving old result
