# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Anne Margrethe'S Familiebarnehage AS", "Anne Margrethe'S Familiebarnehage AS", "2000165"
"Annys Familiebarnehage Voldsrud A", "Annys Familiebarnehage A Voldsrud", "1020080"
"Arnestad Fam barnehage A R Amrud", "Arnestad Fam barnehage A R Amrud", "1020438"
"Brekkomsvegen Familiebarnehage Ved Elin Flyen", "Elin Margit Flyen", "1021447"
"Christianes Familiebarnehage Christiane Weldingh", "Christianes Familiebarnehage Christiane Weldingh", "2000568"
"Fåvang barnehage", "Ringebu kommune", "1017469"
"Gunns Familiebarnehage Stavnhaugen-Kjosmoen", "Gunns Familiebarnehage Stavnhaugen-Kjosmoen", "2000671"
"Lenas Familiebarnehage", "Lenas Familiebarnehage", "1022269"
"Løvlund Familiebarnehage", "Løvlund Familiebarnehage Kine Engum", "1021896"
"Marit Lovises Familiebarnehage", "Marit Lovise Amundlien", "1021646"
"Randis Familiebarnehage Randi Anita Bjerkehage", "Randis Familiebarnehage Randi Anita Bjerkehage", "1022316"
"Ringebu barnehage", "Ringebu kommune", "1017468"
"Segelstad Familiebarnehage Camilla Sønsteli", "Segelstad Familiebarnehage Camilla Sønsteli", "1020991"
"Sissel Liens Familiebarnehage", "Sissel Liens Familiebarnehage", "2000676"
"Sør-Fåvang Familiebarnehage Kjersti Ringlund", "Sør-Fåvang Familiebarnehage Kjersti Ringlund", "1022233"
"Venabygd Montessoribarnehage Sa", "Venabygd Montessoribarnehage Sa", "1019696"
