barnehagefakta.get - WARNING - Change in response for id=930624357, archiving old result
barnehagefakta.get - WARNING - Change in response for id=992539712, archiving old result
barnehagefakta.get - WARNING - Change in response for id=924301236, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973481681, archiving old result
barnehagefakta.get - WARNING - Change in response for id=824301352, archiving old result
barnehagefakta.get - WARNING - Change in response for id=924301147, archiving old result
barnehagefakta.get - WARNING - Change in response for id=989118528, archiving old result
barnehagefakta.get - WARNING - Change in response for id=930377155, archiving old result
barnehagefakta.get - WARNING - Change in response for id=985858713, archiving old result
barnehagefakta.get - WARNING - Change in response for id=831840072, archiving old result
barnehagefakta.get - WARNING - Change in response for id=930232033, archiving old result
barnehagefakta.get - WARNING - Change in response for id=930232025, archiving old result
barnehagefakta.get - WARNING - Change in response for id=991046224, archiving old result
barnehagefakta.get - WARNING - Change in response for id=998432847, archiving old result
barnehagefakta.get - WARNING - Change in response for id=992769475, archiving old result
barnehagefakta.get - WARNING - Change in response for id=998439108, archiving old result
barnehagefakta.get - WARNING - Change in response for id=972924768, archiving old result
barnehagefakta.get - WARNING - Change in response for id=928577503, archiving old result
barnehagefakta.get - WARNING - Change in response for id=992391219, archiving old result
barnehagefakta.get - WARNING - Change in response for id=984626738, archiving old result
barnehagefakta.get - WARNING - Change in response for id=987431911, archiving old result
barnehagefakta.get - WARNING - Change in response for id=984914458, archiving old result
barnehagefakta.get - WARNING - Change in response for id=979687303, archiving old result
barnehagefakta.get - WARNING - Change in response for id=894913592, archiving old result
barnehagefakta.get - WARNING - Change in response for id=988312746, archiving old result
