# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"100-Meterskogen", "Hundremeterskogen Familiebarnehage Borgaard", "987244550"
"Ekornrud Gårds-Familiebarnehage Trine Glitre Skedsmo", "Ekornrud Gårds-Familiebarnehage Trine Glitre Skedsmo", "873511982"
"Hjr Utland 6 AS", "Hjr Utland 6 AS", "824301352"
"Hjr Utland 7 AS", "Hjr Utland 7 AS", "924301279"
"Hjr Utland 8 AS", "Hjr Utland 8 AS", "924301236"
"Hjr Utland 9 AS", "Hjr Utland 9 AS", "924301147"
"Mogreina barnehage Ii", "Norlandia barnehagene AS", "921810059"
"Rosenlund Familiebarnehage", "Rosenlund Familiebarnehage Bronwyn Picot", "973501070"
"Rosterud Familiebarnehage AS Avd 2", "Rosterud Familiebarnehage AS", "894913592"
"Vik Utbygging AS", "Vik Utbygging AS", "919504250"
