# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Jordet barnehage", "Trysil kommune", "1017333"
"Knerten barnehage AS", "Knerten barnehage AS", "1022388"
"Læringsverkstedet barnehage Avd Vestadbakken", "Læringsverkstedet AS", "1013981"
"Muggoppen barnehage AS", "Muggoppen barnehage AS", "1022454"
"Nybergsund barnehage", "Trysil kommune", "1017585"
"Nysted barnehage", "Trysil kommune", "1017586"
"Trysil Friluftbarnehage Sa", "Trysil Friluftbarnehage Sa", "2000045"
"Trysil Menighetsbarnehage AS", "Trysil Menighetsbarnehage AS", "1021909"
"Vestre Trysil barnehage", "Trysil kommune", "1017587"
"Østby barnehage", "Trysil kommune", "1017588"
"Østmojordet barnehage", "Trysil kommune", "1013924"
