# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Askeladden barnehage Borg AS Avd Skjærungen", "Askeladden barnehage Borg AS", "1025457"
"Baneveien barnehage Avd Baneveien", "Baneveien barnehage AS", "1021767"
"Bekketroll Familiebarnehage", "Ellen Marie Bekkevold", "1022310"
"Bergsvingen barnehage", "Bergsvingen barnehage Sa", "1019971"
"Kinder AS", "Kinder AS", "1021013"
"Læringsverkstedet barnehage Avd Hinkenhopp", "Læringsverkstedet AS", "1013013"
"Sarpsborgmarka barnehage", "Sarpsborg kommune", "1017367"
"Snarveien Fus barnehage AS", "Snarveien Fus barnehage AS", "1021131"
"Stasjonsbyen barnehage", "Sarpsborg kommune", "1013930"
"Storeper barnehage", "Borg Barnehager AS", "1014205"
"Tyrihans barnehage", "Tyrihans barnehage Sa", "1020221"
