# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Brattvåg barnehage Sa", "Brattvåg barnehage Sa", "1020023"
"Grytastranda Montessoribarnehage Sa", "Grytastranda Montessoribarnehage Sa", "2000334"
"Haramsøy barnehage", "Haram kommune", "1018191"
"Hildre barnehage", "Haram kommune", "1016325"
"Lepsøy barnehage", "Haram kommune", "1015721"
"Longva barnehage", "Longva barnehage", "1019641"
"Nlm Barnehagene AS Avd Tryggheim barnehage Vatne", "Nlm-Barnehagene AS", "1016185"
"Nlm Barnehagene AS Avd Tryggheim barnehage Brattvåg", "Nlm-Barnehagene AS", "1016186"
"Søvik barnehage", "Haram kommune", "1018192"
"Tennfjord barnehage", "Haram kommune", "1016326"
"Utigarden barnehage AS", "Utigarden barnehage AS", "1021101"
