barnehagefakta.get - WARNING - Change in response for id=1012898, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021319, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021789, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020193, archiving old result
barnehagefakta - WARNING - Failed to get address 'NoneType' object has no attribute '__getitem__'
barnehagefakta.get - WARNING - Change in response for id=1025367, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020561, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017001, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020858, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021367, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021592, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012891, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1012892, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015742, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1009241, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1016069, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1025445, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1025372, archiving old result
