# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Esso-Ansattes barnehage", "Esso-Ansattes barnehage", "1020466"
"Rise & Sæbbe Barnehager AS", "Rise & Sæbbe Barnehager AS", "1021232"
"Sandnes kommune Rekrutteringstjeneste/vikarpool", "Sandnes kommune", "2000114"
