# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"As Barnas Hus Gullhella", "As Barnas Hus Gullhella", "972734675"
"Askeladden Steinerbarnehage", "Stiftelsen Askeladden Steinerbarnehage", "974631962"
"Asker Gård barnehage AS", "Asker Gård barnehage AS", "974188430"
"Bikuben barnehage", "Nesøya Kvinne- og Familielag", "972734284"
"Bitehagen barnehage Sa", "Bitehagen barnehage Sa", "981146891"
"Bjørndalen Gård M/ barnehage Heidi Stav", "Bjørndalen Gård M/barnehage Heidi Stav", "973512285"
"Bødalen Idrettsbarnehage AS", "Bødalen Idrettsbarnehage AS", "917668337"
"Espira Årosfjellet barnehage", "Espira Barnehager AS", "924115912"
"Hallenåsen Familiebarnehage Marit Regine Kinserdal", "Hallenåsen Familiebarnehage Marit Regine Kinserdal", "917487669"
"Kanutten Familiebarnehage Da", "Kanutten Familiebarnehage Da", "889885882"
"Ketil A Bratseth Barnehagetjenester", "Ketil A Bratseth Barnehagetjenester", "915277241"
"Laetus Invest AS", "Laetus Invest AS", "898597512"
"Sætre Kunst & Musikk barnehage", "Bjørndalen Gård M/barnehage Heidi Stav", "984540124"
