# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"A2g Blådalen Friluftsbarnehage", "A2g Gruppen AS", "1014014"
"Akasia Arna Kyrkjelyd Sin barnehage", "Akasia barnehage AS", "1016677"
"Akasia barnehage Avd Hovedkontor", "Akasia barnehage AS", "1026225"
"Akasia Bjerknesparken barnehage", "Akasia barnehage AS", "1025961"
"Akasia Domkirken barnehage", "Akasia barnehage AS", "1015522"
"Akasia Fana barnehage", "Akasia barnehage AS", "1021394"
"Akasia Laksevåg Kirkes barnehage", "Akasia barnehage AS", "1015523"
"Akasia Landås Menighetsbarnehage", "Akasia barnehage AS", "1025349"
"Akasia Litlafjell barnehage", "Akasia barnehage AS", "1021899"
"Akasia Neshaugane barnehage", "Akasia barnehage AS", "1015094"
"Akasia Nygård Menighetsbarnehage", "Akasia barnehage AS", "1015561"
"Akasia Nykirken barnehage", "Akasia barnehage AS", "1015524"
"Akasia Paradis barnehage", "Akasia barnehage AS", "1020388"
"Akasia Ramstad barnehage", "Akasia barnehage AS", "1022441"
"Akasia Råtun barnehage", "Akasia barnehage AS", "1021596"
"Akasia Sandviken Menighetsbarnehage", "Akasia barnehage AS", "1015525"
"Akasia Skjold Menighetsbarnehage", "Akasia barnehage AS", "1017928"
"Akasia Skranesvingen barnehage", "Akasia barnehage AS", "1021300"
"Akasia Sædalen barnehage", "Akasia barnehage AS", "1020396"
"Akasia Søreide Menighetsbarnehage", "Akasia barnehage AS", "1015520"
"Akrobaten barnehage AS", "Akrobaten barnehage AS", "1021286"
"Apeltun barnehage", "Bergen kommune", "1013009"
"Bedehusbarnehagen", "Bedehuset Karmel", "1021610"
"Bergen barnehage", "Bergen barnehage AS", "1020164"
"Bergen Miljøbarnehage AS", "Bergen Miljøbarnehage AS", "1021346"
"Bergens Barneasyl Norges Eldste barnehage", "Bergen Barneasyl", "1020202"
