barnehagefakta.get - WARNING - Change in response for id=992838787, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975309649, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975309657, archiving old result
barnehagefakta.get - WARNING - Change in response for id=925026409, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975317382, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975321738, archiving old result
barnehagefakta.get - WARNING - Change in response for id=988027014, archiving old result
barnehagefakta.get - WARNING - Change in response for id=929491165, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974554364, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975309703, archiving old result
barnehagefakta.get - WARNING - Change in response for id=875309692, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973449699, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975309673, archiving old result
barnehagefakta.get - WARNING - Change in response for id=979579829, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973352350, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975317390, archiving old result
