# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Bekkfaret barnehage", "Ørland kommune", "1013580"
"Borgen barnehage", "Ørland kommune", "1014686"
"Futura barnehage", "Ørland kommune", "1016113"
"Lyngrabben barnehage", "Ørland kommune", "1016923"
"Læringsverkstedet barnehage Avd Opphaug Natur og Gårdsbarnehage", "Læringsverkstedet AS", "1021425"
"Læringsverkstedet barnehage Avd Ervika", "Læringsverkstedet AS", "1015102"
"Marihøna Musikk og friluftsbarnehage", "Marihøna Musikk- og Friluftsbarnehage Ann-Elisabeth Svines Hustad", "1021660"
"Solblomsten Steinerbarnehage", "Stiftelsen Steinerbarnehagen på Fosen", "1021480"
"Solkysten barnehage Avd Lysøysund", "Ørland kommune", "1025483"
"Solkysten barnehage Avd Sandnes", "Ørland kommune", "1018234"
