# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Anne Karin Tveit", "Anne Karin Tveit", "1021308"
"Hommelia Fus barnehage AS", "Hommelia Fus barnehage AS", "1021994"
