# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Barnestua barnehage", "Vennesla kommune", "1016754"
"Bringebærdalen Familiebarnehage AS", "Bringebærdalen Familiebarnehage AS", "1022273"
"Eikeland oppvekstsenter Avdeling barnehage", "Vennesla kommune", "1015090"
"Harestua barnehage AS", "Harestua barnehage AS", "1021843"
"Hommelia Fus barnehage AS", "Hommelia Fus barnehage AS", "1021994"
"Jordbærstrået Fam. barnehage Hilde Olsen", "Jordbærstrået Fam. barnehage Hilde Olsen", "1022056"
"Klokkerstua barnehage", "Vennesla kommune", "1017471"
"Læringsverkstedet barnehage Avd Erkleiv barnehage", "Læringsverkstedet AS", "1016776"
"Læringsverkstedet barnehage Avd Vennesla", "Læringsverkstedet AS", "1013485"
"Læringsverkstedet barnehage Avd Hompetitten", "Læringsverkstedet AS", "1022253"
"Mariknotten barnehage AS", "Mariknotten barnehage AS", "1016957"
"Smååsane barnehage", "Vennesla kommune", "1017794"
"Snømyra barnehage", "Snømyra barnehage Sa", "1020451"
"Øvrebø barnehage", "Øvrebø Opplæringskontor AS", "1020565"
