# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Frukthagen barnehage Jørgensen", "Frukthagen barnehage Jørgensen", "1025954"
"Gullungen Evelyn Hekne Sund", "Gullungen Evelyn Hekne Sund", "1020906"
"Vestgård Familiebarnehage", "Hamar kommune", "1014111"
