# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Barnas Kulturhage AS", "Barnas Kulturhage AS", "1021236"
"Bekkevegen barnehage", "Strand kommune", "1025949"
"Bikubå barnehage Sa", "Bikubå barnehage Sa", "1020774"
"Eikehaugen barnehage", "Strand kommune", "1013966"
"Espira Tau barnehage", "Espira Barnehager AS", "1021830"
"Førland barnehage", "Strand kommune", "1013790"
"Jørpeland barnehage", "Strand kommune", "1017369"
"Læringsverkstedet barnehage Avd Fjeldebakkane", "Læringsverkstedet AS", "1013119"
"Nlm Barnehagene AS Avd Fjordsyn barnehage", "Nlm-Barnehagene AS", "1016191"
"Rødlandsmyrå barnehage Sa", "Rødlandsmyrå barnehage Sa", "1021081"
