barnehagefakta.get - WARNING - Change in response for id=987948604, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974065037, archiving old result
barnehagefakta.get - WARNING - Change in response for id=986092145, archiving old result
barnehagefakta.get - WARNING - Change in response for id=985709645, archiving old result
barnehagefakta.get - WARNING - Change in response for id=896678272, archiving old result
barnehagefakta.get - WARNING - Change in response for id=985202303, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973190121, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975314014, archiving old result
barnehagefakta.get - WARNING - Change in response for id=994568612, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973449850, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974157187, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975214036, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973899228, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975314022, archiving old result
barnehagefakta.get - WARNING - Change in response for id=922607680, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975324419, archiving old result
barnehagefakta.get - WARNING - Change in response for id=972340278, archiving old result
barnehagefakta.get - WARNING - Change in response for id=873190132, archiving old result
barnehagefakta.get - WARNING - Change in response for id=991581383, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975324400, archiving old result
barnehagefakta.get - WARNING - Change in response for id=972286524, archiving old result
barnehagefakta.get - WARNING - Change in response for id=987019530, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975314030, archiving old result
barnehagefakta.get - WARNING - Change in response for id=972290912, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975314049, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974205181, archiving old result
barnehagefakta.get - WARNING - Change in response for id=972197440, archiving old result
