# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Akersvingen barnehage", "Oslo kommune", "975297624"
"Alna åpen barnehage - Lindeberg", "Oslo kommune", "916392842"
"Alna åpen barnehage - Tveita", "Oslo kommune", "916392796"
"Amigos Tornerose familiebarnehage", "Amigos barnehage Limited", "896646982"
"Annekset barnehage", "Oslo kommune", "922119066"
"Bekkelagsveien familiebarnehage Faisal", "Bekkelagsveien familiebarnehage Faisal", "994747428"
"Bertram barnehage", "Oslo kommune", "975316181"
"Birk barnehage AS", "Birk barnehage AS", "982406552"
"Breidablikk barnehage", "Oslo kommune", "929343514"
"De Ni Musene AS Avd Nordstrand", "De Ni Musene AS", "995861747"
"Disen Gård Kanvas-barnehage", "Stiftelsen Kanvas", "975016668"
"Drengestua barnehage", "Oslo kommune", "991922180"
"Eventyrskogen Familiebarnehage Ans", "Eventyrskogen Familiebarnehage Ans", "993159891"
"Familietreffen", "Oslo kommune", "975323188"
"Family Learning Fossum Aktivitetshus", "Oslo kommune", "991964207"
"Fredrikke barnehage", "Oslo kommune", "912050599"
"Frisk Bris", "Oslo kommune", "926927205"
"Frognerbekken barnehage", "Foreningen Frognerbekken barnehage", "973484729"
"Gjøkungen familiebarnehage", "Tårnsvalen AS", "979437498"
"Grei korttidsbarnehage", "Oslo kommune", "979591799"
"Grønland familiebarnehage", "Saras barnehager AS", "914735025"
"Grønneberg barnehage", "Oslo kommune", "975300269"
"Gullungene familiebarnehage Avd Lille My", "Gullungene familiebarnehage Mona K Axelsen", "995317206"
"Gulspurven familebarnehage", "Tårnsvalen AS", "982913705"
"Herslebs familiebarnehage", "Sørligata familiebarnehage Egeh", "913373782"
"Holmenveien barnehage Espira", "Espira Oslo Barnehagedrift AS", "915352073"
"Hubroveien korttidsbarnehage", "Oslo kommune", "991144404"
"Innbyggersenteret", "Oslo kommune", "986607552"
"Karlsrud åpen barnehage", "Oslo kommune", "988734691"
"Kfum barnehage AS", "Kfum barnehage AS", "926843699"
"Kidsa Drift AS", "Kidsa Drift AS", "815279182"
"Knærten familiebarnehage", "Knærten familiebarnehage AS", "989287893"
"Kråkeslottet barnehage", "Oslo kommune", "922119112"
"Kulturbarnehagen AS", "Kulturbarnehagen AS", "917240175"
"Leker'n åpen Kultur barnehage", "Oslo kommune", "979589980"
"Låvesvalen familiebarnehage AS", "Låvesvalen familiebarnehage AS", "921043449"
"M28 barnehage AS", "M28 barnehage AS", "923712976"
"Monolitten barnehage", "Oslo kommune", "997118502"
"Montessoribarnehagen Solsikken Lyse", "Montessoribarnehagene AS", "987722916"
"Munch barnehage", "Oslo kommune", "931165445"
"Månestråle barnehage", "Child Planet AS", "981552172"
"Nordseterknausen barnehage Sa", "Nordseterknausen barnehage Sa", "973487515"
"Nye Midlertidige Refstadsvingen barnehage", "Oslo kommune", "992990325"
"Romsås senter barnehage", "Oslo kommune", "975315827"
"Romsåstoppen barnehage", "Oslo kommune", "975298132"
"Rosenhoff barnehage", "Oslo kommune", "928024822"
"Rugekassen AS Avd Oslo", "Kapelo AS", "887169152"
"Rødberget naturbarnehage", "Oslo kommune", "890664512"
"Rødstrupen barnehage", "Tårnsvalen AS", "984038100"
"Samholderen i AS", "Samholderen i AS", "915177123"
"Seksjon barnehager", "Oslo kommune", "999287794"
"Sinsen Fus barnehage AS", "Sinsen Fus barnehage AS", "995031280"
"Skiferveien barnehage", "Oslo kommune", "975016609"
"Soltoppen barnehage", "Soltoppen barnehage", "974826801"
"Soria Moria Kanvas-barnehage", "Stiftelsen Kanvas", "875317032"
"Studentsamskipnaden Sio Avd 401 Sogn barnehage", "Studentsamskipnaden Sio", "975011615"
"Studentsamskipnaden Sio Avd 407 Vestre Sogn barnehage", "Studentsamskipnaden Sio", "975011666"
"Tonsenjordet barnehage", "Oslo kommune", "975291774"
"Veslefrikk - Musikk Da", "Veslefrikk - Musikk Da", "918215972"
"Åsland barnehage", "Oslo kommune", "975316351"
