# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Gjerrebogen barnehage", "Moss kommune", "1017509"
"Hildes Familie Barnehage Hilde Martinsen Norborg", "Hildes Familie Barnehage Hilde Martinsen Norborg", "1020976"
"Kråka Fus Kulturbarnehage AS", "Kråka Fus Kulturbarnehage AS", "1021987"
"Mosseskogen barnehage", "Moss kommune", "1019610"
