barnehagefakta.get - WARNING - Change in response for id=874584932, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974585014, archiving old result
barnehagefakta.get - WARNING - Change in response for id=920167993, archiving old result
barnehagefakta.get - WARNING - Change in response for id=977341620, archiving old result
barnehagefakta.get - WARNING - Change in response for id=991127976, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973482963, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974584964, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974584980, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975213617, archiving old result
barnehagefakta.get - WARNING - Change in response for id=986167897, archiving old result
barnehagefakta.get - WARNING - Change in response for id=990721696, archiving old result
barnehagefakta.get - WARNING - Change in response for id=995467402, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973777270, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973347446, archiving old result
barnehagefakta.get - WARNING - Change in response for id=987427930, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975213625, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975122999, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974585057, archiving old result
barnehagefakta.get - WARNING - Change in response for id=982073685, archiving old result
barnehagefakta.get - WARNING - Change in response for id=929101405, archiving old result
