barnehagefakta.get - WARNING - Change in response for id=994338471, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974542757, archiving old result
barnehagefakta.get - WARNING - Change in response for id=982248752, archiving old result
barnehagefakta.get - WARNING - Change in response for id=985940398, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974542749, archiving old result
barnehagefakta.get - WARNING - Change in response for id=998439086, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975185117, archiving old result
barnehagefakta.get - WARNING - Change in response for id=873138882, archiving old result
barnehagefakta.get - WARNING - Change in response for id=993239372, archiving old result
barnehagefakta.get - WARNING - Change in response for id=918317325, archiving old result
barnehagefakta.get - WARNING - Change in response for id=982454689, archiving old result
