# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Backers barnehage Sa", "Backers barnehage Sa", "1019892"
"Bmb barnehage", "Bmb barnehage", "1019504"
"Botnestua Naturbarnehage", "Botne Skiklubb", "1016869"
"Eidsfoss barnehage", "Holmestrand kommune", "1018025"
"Eikelund barnehage Sa", "Eikelund barnehage Sa", "1021145"
"Espira Sundbyfoss barnehage", "Espira Sundbyfoss AS", "1021964"
"Galleberg barnehage Sa", "Galleberg barnehage Sa", "1020775"
"Gaupås barnehage Sa", "Gaupås barnehage Sa", "1020017"
"Gausetangen barnehage", "Holmestrand kommune", "2000138"
"Gullhaug barnehage", "Holmestrand kommune", "1016253"
"Haga barnehage", "Holmestrand kommune", "1016035"
"Hof barnehage", "Holmestrand kommune", "1015847"
"Holmestrand Internasjonale Montesssoribarnehage Sa", "Holmestrand Internasjonale Montesssoribarnehage Sa", "1020951"
"Kleiverud barnehage", "Holmestrand kommune", "1016252"
"Knutseskogen barnehage", "Holmestrand kommune", "1016251"
"Læringsverkstedet barnehage Avd Sande", "Læringsverkstedet AS", "1014180"
"Læringsverkstedet barnehage Avd Lersbrygga", "Læringsverkstedet AS", "1015118"
"Møllerdammen Naturbarnehage AS", "Møllerdammen Naturbarnehage AS", "1021611"
"Nlm Barnehagene AS Avd Fredly barnehage", "Nlm-Barnehagene AS", "1025303"
"Nordre Jarlsberg barnehage", "Holmestrand kommune", "1018507"
"Rakkerungen Familiebarnehage AS", "Rakkerungen Familiebarnehage AS", "1021763"
"Vammen barnehage AS", "Vammen barnehage AS", "2000097"
"Vammen Friluftsbarnehage Elisabeth Oddene", "Vammen Friluftsbarnehage Elisabeth Oddene", "1021070"
"Vellebarnehagene AS Avd Kjeldås barnehage", "Vellebarnehagene AS", "1016030"
