# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Finstadbekken barnehage", "Ski kommune", "1026020"
"Gjedsjø barnehage", "Ski kommune", "1020967"
"Trollskogen barnehage", "Ski kommune", "1013037"
"Tussestien barnehage", "Ski kommune", "1012844"
"Vardåsen barnehage", "Ski kommune", "1014291"
"Vestråt barnehage", "Ski kommune", "1012839"
"Vestveien barnehage", "Ski kommune", "1013558"
"Vevelstadsaga barnehage Sa", "Vevelstadsaga barnehage Sa", "1020441"
"Vevelstadåsen barnehage", "Ski kommune", "1012843"
"Villenga barnehage", "Villenga barnehage AS", "1021328"
"Øvre Hebekk barnehage", "Ski kommune", "1012841"
