# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Endrestø barnehage", "Endrestø barnehage Sa", "1020362"
"Fjellheim barnehage", "Randaberg kommune", "1012636"
"Myrå barnehage", "Randaberg kommune", "1016086"
"Nyvoll barnehage Sa", "Nyvoll barnehage Sa", "1020761"
"Ryggstranden barnehage", "Ryggstranden barnehage Sa", "1020296"
"Sande barnehage", "Randaberg kommune", "1016085"
"Solbakken barnehage", "Randaberg kommune", "1012639"
"Viste barnehage", "Randaberg kommune", "1012638"
"Vistestølen barnehage", "Randaberg kommune", "1017874"
"Ze-Bra Gårdsbarnehage AS", "Ze-Bra Gårdsbarnehage AS", "1021904"
