barnehagefakta.get - WARNING - Change in response for id=988435074, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973487493, archiving old result
barnehagefakta.get - WARNING - Change in response for id=990669449, archiving old result
barnehagefakta.get - WARNING - Change in response for id=977423813, archiving old result
barnehagefakta.get - WARNING - Change in response for id=989965603, archiving old result
barnehagefakta.get - WARNING - Change in response for id=993945609, archiving old result
barnehagefakta.get - WARNING - Change in response for id=989964682, archiving old result
barnehagefakta.get - WARNING - Change in response for id=984034229, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975325954, archiving old result
barnehagefakta.get - WARNING - Change in response for id=874706892, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975302121, archiving old result
barnehagefakta.get - WARNING - Change in response for id=982368154, archiving old result
