barnehagefakta.get - WARNING - Change in response for id=975306550, archiving old result
barnehagefakta.get - WARNING - Change in response for id=992251344, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973476173, archiving old result
barnehagefakta.get - WARNING - Change in response for id=986707395, archiving old result
barnehagefakta.get - WARNING - Change in response for id=973233092, archiving old result
barnehagefakta.get - WARNING - Change in response for id=990259011, archiving old result
barnehagefakta.get - WARNING - Change in response for id=981995864, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974632306, archiving old result
barnehagefakta.get - WARNING - Change in response for id=987517700, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975322807, archiving old result
barnehagefakta.get - WARNING - Change in response for id=921045808, archiving old result
