# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Barnas Hus", "Modum kommune", "1018014"
"Brunes Naturbarnehage", "Modum kommune", "1018327"
"Bøen barnehage Sa", "Bøen barnehage Sa", "1019878"
"Bårudåsen barnehage Sa", "Bårudåsen barnehage Sa", "1021029"
"Drolsum Naturbarnehage", "Drolsum Naturbarnehage", "1019617"
"Fure barnehage", "Fure barnehage Sa", "1019503"
"Gustadmoen barnehage", "Modum kommune", "1018015"
"Kilden barnehage", "Modum Bad", "1016827"
"Kjemperud Fus barnehage AS", "Kjemperud Fus barnehage AS", "1021516"
"Kroka barnehage", "Modum kommune", "1015827"
"Læringsverkstedet barnehage Avd Åmot", "Læringsverkstedet AS", "1020196"
"Lønneberget barnehage", "Lønneberget Bhg AS", "1025878"
"Mælumenga barnehage", "Modum kommune", "1013127"
"Nordbråten barnehage", "Modum kommune", "1014700"
"Rolighetsmoen barnehage", "Modum kommune", "1013797"
"Skredsvikmoen barnehage", "Modum kommune", "2000269"
"Snarum barnehage Sa", "Snarum barnehage Sa", "1020346"
