# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Fredvang barnehage", "Flakstad kommune", "1015205"
"Ramberg Oppvekstsenter AS", "Ramberg Oppvekstsenter AS", "1025775"
