# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Alfheim barnehage AS", "Alfheim barnehage AS", "1020476"
"Asak Kulturbarnehage", "Tdm Barnehager AS", "1014016"
"Berg barnehage Halden Sa", "Berg barnehage Halden Sa", "1019668"
"Bergknatten barnehage", "Halden kommune", "1025371"
"Bjørklund barnehage", "Halden kommune", "1012832"
"Bollerød Fus barnehage", "Bollerød Fus barnehage AS", "1020028"
"Brekkerød barnehage", "Halden kommune", "1013978"
"Espira Oreid barnehage", "Espira Barnehager AS", "1026302"
"Festningsgata Menighets barnehage", "Festningsgata Menighets- barnehage", "1020143"
"Halden kommune Tilrettelagt Tilbud Barnehage/barnehagetjenester", "Halden kommune", "1019525"
"Halden Montessori barnehage", "Cum-Cura AS", "1022219"
"Harekas barnehage Sa", "Harekas barnehage Sa", "1020758"
"Heidis Familiebarnehage Heidi Nilsen", "Heidis Familiebarnehage Heidi Nilsen", "1020220"
"Hovsveien Fus barnehage AS", "Hovsveien Fus barnehage AS", "1021879"
"Høvleriet barnehage AS", "Høvleriet barnehage AS", "1025561"
"Isebakke barnehage", "Halden kommune", "1013979"
"Karrestad barnehage", "Halden kommune", "1012834"
"Klengstua barnehage", "Klengstua AS", "1022156"
"Lysløypa barnehage AS", "Lysløypa barnehage AS", "1020282"
"Læringsverkstedet barnehage Avd Doremi Halden", "Læringsverkstedet AS", "1018458"
"Maurtua Åpen barnehage", "Halden kommune", "1017647"
"Menighetspleiens barnehage", "Menighetspleiens barnehage", "1019506"
"Nlm Barnehagene AS Avd Tryggheim barnehage Halden", "Nlm-Barnehagene AS", "1016197"
"Nordby Gårdsbarnehage AS", "Nordby Gårdsbarnehage AS", "1021288"
"Prestebakke barnehage", "Prestebakke Naturbarnehage Sa", "1019670"
"Risum Familiebarnehage (det Blå Huset)", "Risum Familiebarnehage Det Blå Huset V/ Lise Danino", "1020482"
"Rokke barnehage Sa", "Rokke barnehage Sa", "1019669"
"Skogkanten Dyr & Naturbarnehage AS", "Skogkanten Dyr & Naturbarnehage AS", "1021821"
"Solbakken Naturbarnehage", "Tdm Barnehager AS", "1025298"
"Solbakkeparken barnehage", "Borg Barnehager AS", "1017093"
"Spretten Idrettsbarnehage", "Halden Fotball AS", "1020597"
"Stangeløkka barnehage", "Halden kommune", "1012831"
"Stenrød barnehage AS", "Stenrød barnehage AS", "1021127"
"Trolltangen Naturbarnehage", "Tdm Barnehager AS", "1014018"
"Ynglingen barnehage", "Halden Kfuk/m", "1016174"
"Åkerholmen barnehage Sa", "Åkerholmen barnehage Sa", "1020624"
