# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Alversund Montessoribarnehage AS", "Alversund Montessoribarnehage AS", "1021968"
"Austebygd barnehage", "Alver kommune", "1017408"
"Barnas barnehage Hundvin", "Barnas barnehage Lindås AS", "1021415"
"Barnas barnehage Kløvheim", "Barnas barnehage Lindås AS", "1020922"
"Blåklokka barnehage", "Blåklokka barnehage AS", "1021577"
"Bø barnehage", "Alver kommune", "1018127"
"Drømmehagen barnehage AS", "Drømmehagen barnehage AS", "1022232"
"Espira Marthahaugen barnehage", "Espira Marthahaugen AS", "1021489"
"Grindheim Familie- og Gardsbarnehage AS", "Grindheim Familie- og Gardsbarnehage AS", "1026607"
"Haugen barnehage", "Alver kommune", "1016099"
"Juvikstølen barnehage", "Alver kommune", "1017858"
"Knarvik barnehage AS", "Knarvik barnehage AS", "1021884"
"Kolås barnehage", "Alver kommune", "1016100"
"Leiketun barnehage AS", "Leiketun barnehage AS", "1021369"
"Leiknes Fus barnehage AS", "Leiknes Fus barnehage AS", "1020985"
"Leirdalen barnehage Sa", "Leirdalen barnehage Sa", "1021205"
"Lita-God Familiebarnehage", "Kooij Van Der Liv Hopland", "1014084"
"Lykkeliten barnehage", "Nordhordland barnehage AS", "1021458"
"Læringsverkstedet barnehage Avd Flatøy", "Læringsverkstedet AS", "1016770"
"Læringsverkstedet Maurtua AS Barnehage", "Læringsverkstedet Maurtua AS", "1016395"
"Marihøna barnehage", "Alver kommune", "1018125"
"Natås barnehage Sa", "Natås barnehage Sa", "1020156"
"Ostereidet Fus barnehage AS", "Ostereidet Fus barnehage AS", "1021811"
"Prestmarka barnehage", "Alver kommune", "1017473"
"Seim barnehage Sa", "Seim barnehage Sa", "1021946"
"Smilehullet Familiebarnehage Anne Mari Arnesen", "Smilehullet Familiebarnehage Anne Mari Arnesen", "1020579"
"Solhaugen barnehage Sa", "Solhaugen barnehage Sa", "1020700"
"Sæbø barnehage", "Alver kommune", "1017409"
"Trollskogen barnehage Ikenberget Sa", "Trollskogen barnehage Ikenberget Sa", "1020698"
"Wilhaven AS", "Wilhaven AS", "1022159"
