# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Blåveisen barnehage", "Spiren barnehage Søgne AS", "1018311"
"Espira Vedderheia barnehage", "Espira Barnehager AS", "1021352"
"Havåsen barnehage", "Søgne kommune", "2000529"
"Hølleveien Familiebarnehage", "Familiebarnehage V/linda Nordbø", "1020233"
"Leireklatten barnehage", "Spiren barnehage Søgne AS", "2000257"
"Sjøstjerna barnehage", "Søgne kommune", "1015554"
"Solstrålen barnehage", "Søgne kommune", "1015025"
"Spiren barnehage", "Spiren barnehage Søgne AS", "1018310"
"Stokkelandsåsen Familiebarnehage AS", "Stokkelandsåsen Familiebarnehage AS", "1020269"
"Tareskogen barnehage", "Spiren barnehage Søgne AS", "1018312"
"Torvmoen barnehage", "Søgne kommune", "1018559"
"Åros barnehage", "Søgne kommune", "1013027"
