barnehagefakta.get - WARNING - Change in response for id=1020664, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018311, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1021352, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020233, archiving old result
barnehagefakta.get - WARNING - Change in response for id=2000257, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020646, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017933, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020930, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015554, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015025, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018310, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1020269, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1015902, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018312, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1017472, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1018559, archiving old result
barnehagefakta.get - WARNING - Change in response for id=1013027, archiving old result
