# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Bud barnehage", "Hustadvika kommune", "1013944"
"Eide barnehage", "Hustadvika kommune", "1013794"
"Hustad barnehage", "Hustadvika kommune", "1014739"
"Jendem barnehage", "Hustadvika kommune", "1021068"
"Krohnstad Montessori friluftsbarnehage", "Krohnstad Montessori barnehage AS", "2000004"
"Lyngstad barnehage", "Hustadvika kommune", "1012521"
"Mobarn Dalelia barnehage", "Mobarn Sa", "1017833"
"Mobarn Hauglia barnehage", "Mobarn Sa", "1016216"
"Mobarn Lyngen barnehage", "Mobarn Sa", "2000054"
"Mobarn Sylte og Malme barnehage", "Mobarn Sa", "1015978"
"Nlm Barnehagene AS Avd Utsyn barnehage Elnesvågen", "Nlm-Barnehagene AS", "1016183"
"Stiftelsen Haugtussa barnehage", "Stiftelsen Haugtussa barnehage", "1019654"
"Svanviken barnehage", "Hustadvika kommune", "1013753"
"Tornes barnehage", "Hustadvika kommune", "1015761"
"Vevang barnehage", "Hustadvika kommune", "1018200"
