# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Bjerke barnehage", "Nannestad kommune", "1025496"
"Bjerketun barnehage", "Bjerketun barnehage Eva B Aas", "1020879"
"Breenenga Fus barnehage", "Breenenga Fus barnehage AS", "1021130"
"Holter barnehage", "Nannestad kommune", "1017548"
"Læringsverkstedet barnehage Avd Maura", "Læringsverkstedet AS", "1018422"
"Løkka barnehage AS", "Løkka barnehage AS", "1021173"
"Midtbygda barnehage", "Nannestad kommune", "1017549"
"Norlandia Eltonåsen barnehage", "Norlandia Barnehagene AS", "1016434"
"Prestmosen Fus barnehage", "Prestmosen Fus barnehage AS", "1021364"
"Solheim barnehage Al", "Solheim barnehage Sa", "1020055"
"Åsgreina barnehage", "Nannestad kommune", "1016963"
