# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Bilitt barnehage", "Frogn kommune", "1017482"
"Bjerkeveien barnehage Sa", "Bjerkeveien barnehage Sa", "1021095"
"Dal barnehage", "Frogn kommune", "1016962"
"Drøbak Montessori barnehage", "Drøbak Montessori Stiftelse", "1020859"
"Drøbak Åpen barnehage", "Frogn kommune", "1013357"
"Dyrløkkeåsen barnehage", "Frogn kommune", "1015473"
"Elleflaten barnehage", "Frogn kommune", "1017524"
"Frelsesarmeens Barnehager Avd Solgry", "Frelsesarmeen", "1016766"
"Frogn Pedagogiske Senter AS", "Frogn Pedagogiske Senter AS", "1022431"
"Frogn/drøbak Natur og Gårdsbarnehage", "Gry Hultgren", "1021580"
"Heer barnehage", "Frogn kommune", "1017525"
"Heer Grendehus barnehage Sa", "Heer Grendehus barnehage Sa", "1019860"
"Lindebakken barnehage", "Lindebakken barnehage", "1019855"
"Løvspretten Familiebarnehage", "Løvspretten Familiebarnehage Brita Bæck", "1020705"
"Ole Brumm Familiebarnehage", "Ole Brumm Familiebarnehage Nygård", "1021008"
"Sogstieika barnehage Sa", "Sogstieika barnehage Sa", "1020276"
"Tertitten barnehage Ans", "Tertitten barnehage Ans", "1020333"
"Trollberget barnehage", "Frogn kommune", "1013919"
"Ullerud barnehage", "Frogn kommune", "1017526"
