# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Akasia Sartorlunden barnehage", "Akasia barnehage AS", "2000650"
"Algrøy Familiebarnehage Eva Nåmdal", "Algrøy Familiebarnehage Eva Nåmdal", "1021178"
"Bildøy barnehage", "Øygarden kommune", "1014790"
"Bjorøy barnehage", "Øygarden kommune", "1018578"
"Blomvåg barnehage", "Nlm-Barnehage i Øygarden AS", "1012541"
"Glesnes barnehage", "Øygarden kommune", "1015718"
"Hamramyra barnehage", "Øygarden kommune", "1015155"
"Havhesten Fus barnehage AS", "Havhesten Fus barnehage AS", "1020778"
"Klokkarvik barnehage", "Øygarden kommune", "1025305"
"Knappen Familiebarnehage", "Malin Pernille Lid Romarheim", "1020936"
"Knappskog barnehage", "Øygarden kommune", "1018399"
"Knerten Familiebarnehage", "Knerten Familiebarnehage Torill Hesjedal", "1020598"
"Langøy Friluftsbarnehage AS", "Langøy Friluftsbarnehage AS", "1022079"
"Leirstaden barnehage", "Øygarden kommune", "1017133"
"Liatunet barnehage AS", "Liatunet barnehage AS", "1021260"
"Liljevatnet barnehage Avd Svingen", "Øygarden kommune", "1012585"
"Liljevatnet barnehage", "Øygarden kommune", "2000562"
"Læringsverkstedet barnehage Avd Straume", "Læringsverkstedet AS", "1013384"
"Læringsverkstedet barnehage Avd Gardstunet barnehage", "Læringsverkstedet AS", "1020480"
"Læringsverkstedet barnehage Avd Aronien", "Læringsverkstedet AS", "1015458"
"Læringsverkstedet barnehage Avd Valen", "Læringsverkstedet AS", "1015840"
"Marihøna barnehage", "Øygarden kommune", "1018398"
"Nlm Barnehagene AS Avd Løveparken barnehage", "Nlm-Barnehagene AS", "1017083"
"Nlm-Barnehage i Øygarden AS", "Nlm-Barnehage i Øygarden AS", "1022205"
"Norlandia Kårtveitpollen barnehage", "Norlandia Barnehagene AS", "1017266"
"Norlandia Naustvika barnehage", "Norlandia Barnehagene AS", "1016454"
"Norlandia Svanevågen Gårds- og Friluftsbarnehage AS", "Norlandia Svanevågen Gårds- og Friluftsbarnehage AS", "2000353"
"Norlandia Ulven Naturbarnehage", "Norlandia Barnehagene AS", "1013274"
"Sauafjellet Fus barnehage AS", "Sauafjellet Fus barnehage AS", "1021981"
"Skogsvåg barnehage", "Øygarden kommune", "1013802"
"Soltunet Drift AS", "Soltunet Drift AS", "1020639"
"Spurven Familiebarnehage", "Spurven Familiebarnehage Helen Nelly Dale", "1020935"
"Stranda barnehage", "Øygarden kommune", "1012584"
"Straume barnehage", "Øygarden kommune", "1012510"
"Straumsfjellet Fam barnehage", "Straumsfjellet Fam barnehage Anita Jørgensen Østensen", "1020286"
"Telavåg barnehage", "Øygarden kommune", "1014888"
"Terna barnehage", "Øygarden kommune", "1018126"
"Tiriltunet barnehage AS", "Tiriltunet barnehage AS", "1021492"
"Tussetjødna barnehage", "Øygarden kommune", "1014889"
"Ulveseth barnehage Avd Fjell", "Øygarden kommune", "1014714"
"Øygarden Kfuk-Kfum Avd Straume", "Øygarden Kfuk-Kfum", "1017644"
"Øygarden Kfuk-Kfum Avd Fjell", "Øygarden Kfuk-Kfum", "1017645"
"Øygarden Kfuk-Kfum Avd Landro", "Øygarden Kfuk-Kfum", "1017924"
"Ågotnes barnehage", "Øygarden kommune", "1018118"
