# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Barneplaneten Barnehagedrift AS", "Barneplaneten Barnehagedrift AS", "1021984"
"Bingen barnehage AS", "Bingen barnehage AS", "1022395"
"Espira Knerten barnehage", "Espira Knerten AS", "1020486"
"Go Ungen Familiebarnehage", "Go Ungen Familiebarnehage Hege Lajorde Helgheim", "1021051"
"Gullungen Familiebarnehage Vera Helgheim", "Gullungen Familiebarnehage Vera Helgheim", "1020690"
"Harakollen Fus Aktivitetsbarnehage AS", "Harakollen Fus Aktivitetsbarnehage AS", "2000072"
"Lerberg Kommunale barnehage", "Øvre Eiker kommune", "1018016"
"Lille Lam Familiebarnehage Valentina Winnæss", "Lille Lam Familiebarnehage Valentyna Winnæss", "1021955"
"Læringsverkstedet barnehage Avd Sundbakken", "Læringsverkstedet AS", "1019661"
"Læringsverkstedet barnehage Avd Rørensletta", "Læringsverkstedet AS", "1021650"
"Maurtua barnehage", "Stiftelsen Maurtua barnehage", "1020122"
"Møllefossen barnehage AS", "Møllefossen barnehage AS", "1021410"
"Ormåsen barnehage", "Øvre Eiker kommune", "1014702"
"Røkeberg Kultur- og Naturbarnehage Sa", "Røkeberg Kultur- og Naturbarnehage Sa", "1021170"
"Røren Kommunale barnehage", "Øvre Eiker kommune", "1018017"
"Smellhaugen barnehage", "Øvre Eiker kommune", "1018018"
"Solbakken barnehage", "Øvre Eiker kommune", "1016855"
"Stiftelsen Lyngstua barnehage", "Stiftelsen Lyngstua barnehage", "1020002"
"Trollstua barnehage Sa", "Trollstua barnehage Sa", "1019701"
