# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Barnetun barnehage Sa", "Barnetun barnehage Sa", "1019746"
"Fjellsøya barnehage AS", "Fjellsøya barnehage AS", "1022054"
"Flaggstanghaugen barnehage", "Brønnøy kommune", "1016613"
"Furutoppen barnehage", "Brønnøy kommune", "1016612"
"Klokkargarden barnehage", "Brønnøy kommune", "1016128"
"Kløvermarka barnehage", "Norlandia Barnehagene AS", "1012995"
"Salhus barnehage", "Brønnøy kommune", "1015456"
"Soltun barnehage", "Soltun barnehage Sa", "1019967"
"Sylteren barnehage Sa", "Sylteren barnehage Sa", "1019916"
"Toftsundet barnehage", "Brønnøy kommune", "1025376"
