# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Abc Bakken barnehage", "Kristiansund barnehage Sa", "1020086"
"Blåskjellet barnehage", "Blåskjellet Barnepark Da", "1020509"
"Dale barnehage", "Kristiansund kommune", "1018169"
"Gårdsbarnehage AS", "Gårdsbarnehage AS", "1021293"
"Heinsa barnehage", "Kristiansund kommune", "1018170"
"Jørihaugen Fus barnehage AS", "Jørihaugen Fus barnehage AS", "1026345"
"Karihola barnehage", "Kristiansund kommune", "1018172"
"Kvalvika barnehage AS", "Kvalvika barnehage AS", "1021979"
"Læringsverkstedet barnehage Avd Blåtoppen", "Læringsverkstedet AS", "1016727"
"Læringsverkstedet barnehage Avd Atlantis", "Læringsverkstedet AS", "1015753"
"Læringsverkstedet barnehage Avd Kristiansund Idrettsbarnehage", "Læringsverkstedet AS", "1021567"
"Læringsverkstedet barnehage Avd Draget", "Læringsverkstedet AS", "1014065"
"Nordlandet barnehage", "Kristiansund kommune", "2000358"
"Nøtteliten barnehage AS", "Nøtteliten barnehage AS", "1021863"
"Rensvik barnehage", "Kristiansund kommune", "1018201"
"Røsslyngveien barnehage", "Kristiansund kommune", "1018174"
"Storbakken barnehage", "Storbakken barnehage Sa", "1020833"
"Vassbakken barnehage Sa", "Vassbakken barnehage Sa", "1020098"
"Veslefrikk barnehage Sa", "Veslefrikk barnehage Sa", "1019994"
