barnehagefakta.get - WARNING - Change in response for id=972339113, archiving old result
barnehagefakta.get - WARNING - Change in response for id=980353893, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975310140, archiving old result
barnehagefakta.get - WARNING - Change in response for id=888544372, archiving old result
barnehagefakta.get - WARNING - Change in response for id=815505492, archiving old result
barnehagefakta.get - WARNING - Change in response for id=974746964, archiving old result
barnehagefakta.get - WARNING - Change in response for id=980902463, archiving old result
barnehagefakta.get - WARNING - Change in response for id=990749914, archiving old result
barnehagefakta.get - WARNING - Change in response for id=994549448, archiving old result
barnehagefakta.get - WARNING - Change in response for id=921849710, archiving old result
barnehagefakta.get - WARNING - Change in response for id=975310191, archiving old result
barnehagefakta.get - WARNING - Change in response for id=984770154, archiving old result
