# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Askeladden barnehage", "Hå kommune", "1016881"
"Bjorhaug barnehage", "Hå kommune", "1014046"
"Breidablikk Kulturbarnehage", "Hå kommune", "1014724"
"Espira Skjeaberget barnehage", "Espira Skjeraberget AS", "1020832"
"Lensmannsgarden barnehage", "Hå kommune", "1014725"
"Motlandsmarka barnehage", "Hå kommune", "1026296"
"Måken barnehage", "Hå kommune", "1014926"
"Nlm Barnehagene AS Avd Tryggheim barnehage Nærbø", "Nlm-Barnehagene AS", "1025304"
"Noas Ark Open barnehage", "Hå Kyrkjelege Fellesråd", "1015909"
"Rosktoppen barnehage", "Hå kommune", "1018527"
"Stokkalandsmarka barnehage", "Hå kommune", "1014047"
"Tjemslandshagen barnehage Sa", "Tjemslandshagen barnehage Sa", "1020863"
"Trekløveren barnehage", "Hå kommune", "1017329"
"Urhei barnehage", "Hå kommune", "1017474"
"Varhaug Idrettsbarnehage", "Hå kommune", "1015109"
"Vibereiret barnehage", "Hå kommune", "1016916"
"Vigre barnehage", "Hå kommune", "1012566"
"Vigrestad barnehage", "Hå kommune", "1016915"
