# The following kindergartens exists in the https://nbr.udir.no/enhet/{id} directory, but gives 404 at http://barnehagefakta.no/api/barnehage/{id}, the following kindergartens are probably discontinued.
"name", "operator", "nbr id"
"Astral Anett Powell Wang", "Astral Anett Powell Wang", "1021004"
"Dukkestuen Familiebarnehage Da", "Dukkestuen Familiebarnehage Da", "1020944"
"Hundremeterskogen Familiebarnehage Nasse Nøff", "Hundremeterskogen Familiebarnehage avd Nasse Nøff Marianne O Knardahl", "1020355"
"Knerten Familiebarnehage", "Knerten Familiebarnehage Monika Roger", "1020274"
"Sørli barnehage", "Sørli barnehage Sa", "1019931"
"Takt og Tone", "Takt og Tone Unni Sørenbye", "1020616"
"Takt og Tone AS", "Takt og Tone AS", "1022283"
"Tre Troll", "Norlandia Barnehagene AS", "1016539"
"Vallerud barnehage", "Lørenskog kommune", "1017541"
"Vangen barnehage Sa", "Vangen barnehage Sa", "1019914"
"Xtra Hjelpen Eva", "Xtra Hjelpen E. Sitje", "1021014"
"Åsheimskog Fus barnehage", "Åsheimskog Fus barnehage AS", "1021238"
